Population Year	 Area	 Variable	 Data
2006	La Plata	Vacant Housing Units	5160
2006	Larimer	Average Household Size	2.45
2006	Larimer	Births	3511
2006	Larimer	Deaths	1540
2006	Larimer	Group Quarters Population (July)	7770
2006	Larimer	Household Population (July)	273257
2006	Larimer	Housing Vacancy Rate	12.01
2006	Larimer	July Population	281027
2006	Larimer	Natural Population Increase	1971
2006	Larimer	Net Building Permits	2907
2006	Larimer	Net Migration	3183
2006	Larimer	Population (U.S. Census Bureau)	281215
2006	Larimer	Total Households	111307
2006	Larimer	Total Housing Units	126495
2006	Larimer	Vacant Housing Units	15188
2006	Las Animas	Average Household Size	2.33
2006	Las Animas	Births	189
2006	Las Animas	Deaths	171
2006	Las Animas	Group Quarters Population (July)	873
2006	Las Animas	Household Population (July)	14679
2006	Las Animas	Housing Vacancy Rate	21.77
2006	Las Animas	July Population	15552
2006	Las Animas	Natural Population Increase	18
2006	Las Animas	Net Building Permits	54
2006	Las Animas	Net Migration	-36
2006	Las Animas	Population (U.S. Census Bureau)	15725
2006	Las Animas	Total Households	6287
2006	Las Animas	Total Housing Units	8037
2006	Las Animas	Vacant Housing Units	1750
2006	Lincoln	Average Household Size	2.37
2006	Lincoln	Births	80
2006	Lincoln	Deaths	51
2006	Lincoln	Group Quarters Population (July)	1077
2006	Lincoln	Household Population (July)	4588
2006	Lincoln	Housing Vacancy Rate	19.99
2006	Lincoln	July Population	5665
2006	Lincoln	Natural Population Increase	29
2006	Lincoln	Net Building Permits	6
2006	Lincoln	Net Migration	-151
2006	Lincoln	Population (U.S. Census Bureau)	5329
2006	Lincoln	Total Households	1933
2006	Lincoln	Total Housing Units	2416
2006	Lincoln	Vacant Housing Units	483
2006	Logan	Average Household Size	2.38
2006	Logan	Births	230
2006	Logan	Deaths	199
2006	Logan	Group Quarters Population (July)	2329
2006	Logan	Household Population (July)	19938
2006	Logan	Housing Vacancy Rate	5.73
2006	Logan	July Population	22267
2006	Logan	Natural Population Increase	31
2006	Logan	Net Building Permits	54
2006	Logan	Net Migration	148
2006	Logan	Population (U.S. Census Bureau)	20895
2006	Logan	Total Households	8369
2006	Logan	Total Housing Units	8878
2006	Logan	Vacant Housing Units	509
2006	Mesa	Average Household Size	2.46
2006	Mesa	Births	1859
2006	Mesa	Deaths	1270
2006	Mesa	Group Quarters Population (July)	3584
2006	Mesa	Household Population (July)	129544
2006	Mesa	Housing Vacancy Rate	9.6
2006	Mesa	July Population	133128
2006	Mesa	Natural Population Increase	589
2006	Mesa	Net Building Permits	1449
2006	Mesa	Net Migration	3540
2006	Mesa	Population (U.S. Census Bureau)	133651
2006	Mesa	Total Households	52649
2006	Mesa	Total Housing Units	58239
2006	Mesa	Vacant Housing Units	5590
2006	Mineral	Average Household Size	2.08
2006	Mineral	Births	1
2006	Mineral	Deaths	7
2006	Mineral	Group Quarters Population (July)	1
2006	Mineral	Household Population (July)	788
2006	Mineral	Housing Vacancy Rate	67.83
2006	Mineral	July Population	789
2006	Mineral	Natural Population Increase	-6
2006	Mineral	Net Building Permits	24
2006	Mineral	Net Migration	-11
2006	Mineral	Population (U.S. Census Bureau)	916
2006	Mineral	Total Households	379
2006	Mineral	Total Housing Units	1178
2006	Mineral	Vacant Housing Units	799
2006	Moffat	Average Household Size	2.54
2006	Moffat	Births	204
2006	Moffat	Deaths	91
2006	Moffat	Group Quarters Population (July)	311
2006	Moffat	Household Population (July)	12791
2006	Moffat	Housing Vacancy Rate	16.61
2006	Moffat	July Population	13102
2006	Moffat	Natural Population Increase	113
2006	Moffat	Net Building Permits	73
2006	Moffat	Net Migration	24
2006	Moffat	Population (U.S. Census Bureau)	13298
2006	Moffat	Total Households	5045
2006	Moffat	Total Housing Units	6050
2006	Moffat	Vacant Housing Units	1005
2006	Montezuma	Average Household Size	2.45
2006	Montezuma	Births	298
2006	Montezuma	Deaths	245
2006	Montezuma	Group Quarters Population (July)	438
2006	Montezuma	Household Population (July)	24579
2006	Montezuma	Housing Vacancy Rate	12.92
2006	Montezuma	July Population	25017
2006	Montezuma	Natural Population Increase	53
2006	Montezuma	Net Building Permits	59
2006	Montezuma	Net Migration	361
2006	Montezuma	Population (U.S. Census Bureau)	24907
2006	Montezuma	Total Households	10020
2006	Montezuma	Total Housing Units	11507
2006	Montezuma	Vacant Housing Units	1487
2006	Montrose	Average Household Size	2.49
2006	Montrose	Births	506
2006	Montrose	Deaths	362
2006	Montrose	Group Quarters Population (July)	550
2006	Montrose	Household Population (July)	37418
2006	Montrose	Housing Vacancy Rate	10.83
2006	Montrose	July Population	37968
2006	Montrose	Natural Population Increase	144
2006	Montrose	Net Building Permits	583
2006	Montrose	Net Migration	827
2006	Montrose	Population (U.S. Census Bureau)	38098
2006	Montrose	Total Households	15050
2006	Montrose	Total Housing Units	16877
2006	Montrose	Vacant Housing Units	1827
2006	Morgan	Average Household Size	2.73
2006	Morgan	Births	414
2006	Morgan	Deaths	246
2006	Morgan	Group Quarters Population (July)	715
2006	Morgan	Household Population (July)	27268
2006	Morgan	Housing Vacancy Rate	11.16
2006	Morgan	July Population	27983
2006	Morgan	Natural Population Increase	168
2006	Morgan	Net Building Permits	129
2006	Morgan	Net Migration	-132
2006	Morgan	Population (U.S. Census Bureau)	27639
2006	Morgan	Total Households	10005
2006	Morgan	Total Housing Units	11262
2006	Morgan	Vacant Housing Units	1257
2006	Otero	Average Household Size	2.42
2006	Otero	Births	232
2006	Otero	Deaths	223
2006	Otero	Group Quarters Population (July)	568
2006	Otero	Household Population (July)	18625
2006	Otero	Housing Vacancy Rate	13.94
2006	Otero	July Population	19193
2006	Otero	Natural Population Increase	9
2006	Otero	Net Building Permits	13
2006	Otero	Net Migration	-186
2006	Otero	Population (U.S. Census Bureau)	18967
2006	Otero	Total Households	7688
2006	Otero	Total Housing Units	8933
2006	Otero	Vacant Housing Units	1245
2006	Ouray	Average Household Size	2.26
2006	Ouray	Births	38
2006	Ouray	Deaths	26
2006	Ouray	Group Quarters Population (July)	18
2006	Ouray	Household Population (July)	4119
2006	Ouray	Housing Vacancy Rate	36.08
2006	Ouray	July Population	4137
2006	Ouray	Natural Population Increase	12
2006	Ouray	Net Building Permits	88
2006	Ouray	Net Migration	41
2006	Ouray	Population (U.S. Census Bureau)	4219
2006	Ouray	Total Households	1823
2006	Ouray	Total Housing Units	2852
2006	Ouray	Vacant Housing Units	1029
2006	Park	Average Household Size	2.32
2006	Park	Births	161
2006	Park	Deaths	65
2006	Park	Group Quarters Population (July)	70
2006	Park	Household Population (July)	16058
2006	Park	Housing Vacancy Rate	47.06
2006	Park	July Population	16128
2006	Park	Natural Population Increase	96
2006	Park	Net Building Permits	281
2006	Park	Net Migration	-29
2006	Park	Population (U.S. Census Bureau)	16656
2006	Park	Total Households	6915
2006	Park	Total Housing Units	13063
2006	Park	Vacant Housing Units	6148
2006	Phillips	Average Household Size	2.43
2006	Phillips	Births	58
2006	Phillips	Deaths	51
2006	Phillips	Group Quarters Population (July)	89
2006	Phillips	Household Population (July)	4415
2006	Phillips	Housing Vacancy Rate	12.09
2006	Phillips	July Population	4504
2006	Phillips	Natural Population Increase	7
2006	Phillips	Net Building Permits	9
2006	Phillips	Net Migration	-51
2006	Phillips	Population (U.S. Census Bureau)	4482
2006	Phillips	Total Households	1817
2006	Phillips	Total Housing Units	2067
2006	Phillips	Vacant Housing Units	250
2006	Pitkin	Average Household Size	2.13
2006	Pitkin	Births	157
2006	Pitkin	Deaths	35
2006	Pitkin	Group Quarters Population (July)	328
2006	Pitkin	Household Population (July)	15759
2006	Pitkin	Housing Vacancy Rate	40.64
2006	Pitkin	July Population	16087
2006	Pitkin	Natural Population Increase	122
2006	Pitkin	Net Building Permits	147
2006	Pitkin	Net Migration	-171
2006	Pitkin	Population (U.S. Census Bureau)	14905
2006	Pitkin	Total Households	7411
2006	Pitkin	Total Housing Units	12485
2006	Pitkin	Vacant Housing Units	5074
2006	Prowers	Average Household Size	2.55
2006	Prowers	Births	187
2006	Prowers	Deaths	99
2006	Prowers	Group Quarters Population (July)	300
2006	Prowers	Household Population (July)	12908
2006	Prowers	Housing Vacancy Rate	15.66
2006	Prowers	July Population	13208
2006	Prowers	Natural Population Increase	88
2006	Prowers	Net Building Permits	11
2006	Prowers	Net Migration	-390
2006	Prowers	Population (U.S. Census Bureau)	13370
2006	Prowers	Total Households	5058
2006	Prowers	Total Housing Units	5997
2006	Prowers	Vacant Housing Units	939
2006	Pueblo	Average Household Size	2.48
2006	Pueblo	Births	2014
2006	Pueblo	Deaths	1412
2006	Pueblo	Group Quarters Population (July)	3930
2006	Pueblo	Household Population (July)	148134
2006	Pueblo	Housing Vacancy Rate	10.78
2006	Pueblo	July Population	152064
2006	Pueblo	Natural Population Increase	602
2006	Pueblo	Net Building Permits	1135
2006	Pueblo	Net Migration	1493
2006	Pueblo	Population (U.S. Census Bureau)	151814
2006	Pueblo	Total Households	59689
2006	Pueblo	Total Housing Units	66899
2006	Pueblo	Vacant Housing Units	7210
2006	Rio Blanco	Average Household Size	2.45
2006	Rio Blanco	Births	93
2006	Rio Blanco	Deaths	50
2006	Rio Blanco	Group Quarters Population (July)	232
2006	Rio Blanco	Household Population (July)	5749
2006	Rio Blanco	Housing Vacancy Rate	24.6
2006	Rio Blanco	July Population	5981
2006	Rio Blanco	Natural Population Increase	43
2006	Rio Blanco	Net Building Permits	47
2006	Rio Blanco	Net Migration	120
2006	Rio Blanco	Population (U.S. Census Bureau)	6033
2006	Rio Blanco	Total Households	2342
2006	Rio Blanco	Total Housing Units	3106
2006	Rio Blanco	Vacant Housing Units	764
2006	Rio Grande	Average Household Size	2.51
2006	Rio Grande	Births	191
2006	Rio Grande	Deaths	119
2006	Rio Grande	Group Quarters Population (July)	251
2006	Rio Grande	Household Population (July)	12188
2006	Rio Grande	Housing Vacancy Rate	25.35
2006	Rio Grande	July Population	12439
2006	Rio Grande	Natural Population Increase	72
2006	Rio Grande	Net Building Permits	68
2006	Rio Grande	Net Migration	-329
2006	Rio Grande	Population (U.S. Census Bureau)	11839
2006	Rio Grande	Total Households	4849
2006	Rio Grande	Total Housing Units	6496
2006	Rio Grande	Vacant Housing Units	1647
2006	Routt	Average Household Size	2.39
2006	Routt	Births	249
2006	Routt	Deaths	91
2006	Routt	Group Quarters Population (July)	330
2006	Routt	Household Population (July)	21556
2006	Routt	Housing Vacancy Rate	37.62
2006	Routt	July Population	21886
2006	Routt	Natural Population Increase	158
2006	Routt	Net Building Permits	459
2006	Routt	Net Migration	275
2006	Routt	Population (U.S. Census Bureau)	21722
2006	Routt	Total Households	9001
2006	Routt	Total Housing Units	14429
2006	Routt	Vacant Housing Units	5428
2006	Saguache	Average Household Size	2.41
2006	Saguache	Births	99
2006	Saguache	Deaths	38
2006	Saguache	Group Quarters Population (July)	36
2006	Saguache	Household Population (July)	6205
2006	Saguache	Housing Vacancy Rate	29.49
2006	Saguache	July Population	6241
2006	Saguache	Natural Population Increase	61
2006	Saguache	Net Building Permits	77
2006	Saguache	Net Migration	-104
2006	Saguache	Population (U.S. Census Bureau)	6842
2006	Saguache	Total Households	2580
2006	Saguache	Total Housing Units	3659
2006	Saguache	Vacant Housing Units	1079
2006	San Juan	Average Household Size	2.04
2006	San Juan	Births	9
2006	San Juan	Deaths	2
2006	San Juan	Group Quarters Population (July)	5
2006	San Juan	Household Population (July)	667
2006	San Juan	Housing Vacancy Rate	55.14
2006	San Juan	July Population	672
2006	San Juan	Natural Population Increase	7
2006	San Juan	Net Building Permits	20
2006	San Juan	Net Migration	20
2006	San Juan	Population (U.S. Census Bureau)	574
2006	San Juan	Total Households	327
2006	San Juan	Total Housing Units	729
2006	San Juan	Vacant Housing Units	402
2006	San Miguel	Average Household Size	2.15
2006	San Miguel	Births	105
2006	San Miguel	Deaths	21
2006	San Miguel	Group Quarters Population (July)	17
2006	San Miguel	Household Population (July)	7042
2006	San Miguel	Housing Vacancy Rate	46.84
2006	San Miguel	July Population	7059
2006	San Miguel	Natural Population Increase	84
2006	San Miguel	Net Building Permits	205
2006	San Miguel	Net Migration	-70
2006	San Miguel	Population (U.S. Census Bureau)	7186
2006	San Miguel	Total Households	3273
2006	San Miguel	Total Housing Units	6157
2006	San Miguel	Vacant Housing Units	2884
2006	Sedgwick	Average Household Size	2.21
2006	Sedgwick	Births	21
2006	Sedgwick	Deaths	34
2006	Sedgwick	Group Quarters Population (July)	57
2006	Sedgwick	Household Population (July)	2458
2006	Sedgwick	Housing Vacancy Rate	20.44
2006	Sedgwick	July Population	2515
2006	Sedgwick	Natural Population Increase	-13
2006	Sedgwick	Net Building Permits	2
2006	Sedgwick	Net Migration	-50
2006	Sedgwick	Population (U.S. Census Bureau)	2416
2006	Sedgwick	Total Households	1113
2006	Sedgwick	Total Housing Units	1399
2006	Sedgwick	Vacant Housing Units	286
2006	Summit	Average Household Size	2.43
2006	Summit	Births	367
2006	Summit	Deaths	50
2006	Summit	Group Quarters Population (July)	927
2006	Summit	Household Population (July)	25912
2006	Summit	Housing Vacancy Rate	63.76
2006	Summit	July Population	26839
2006	Summit	Natural Population Increase	317
2006	Summit	Net Building Permits	456
2006	Summit	Net Migration	-101
2006	Summit	Population (U.S. Census Bureau)	25745
2006	Summit	Total Households	10660
2006	Summit	Total Housing Units	29419
2006	Summit	Vacant Housing Units	18759
2006	Teller	Average Household Size	2.44
2006	Teller	Births	206
2006	Teller	Deaths	120
2006	Teller	Group Quarters Population (July)	120
2006	Teller	Household Population (July)	22671
2006	Teller	Housing Vacancy Rate	24.42
2006	Teller	July Population	22791
2006	Teller	Natural Population Increase	86
2006	Teller	Net Building Permits	195
2006	Teller	Net Migration	200
2006	Teller	Population (U.S. Census Bureau)	21440
2006	Teller	Total Households	9292
2006	Teller	Total Housing Units	12294
2006	Teller	Vacant Housing Units	3002
2006	Washington	Average Household Size	2.38
2006	Washington	Births	45
2006	Washington	Deaths	57
2006	Washington	Group Quarters Population (July)	222
2006	Washington	Household Population (July)	4759
2006	Washington	Housing Vacancy Rate	16.54
2006	Washington	July Population	4981
2006	Washington	Natural Population Increase	-12
2006	Washington	Net Building Permits	6
2006	Washington	Net Migration	-2
2006	Washington	Population (U.S. Census Bureau)	4666
2006	Washington	Total Households	1998
2006	Washington	Total Housing Units	2394
2006	Washington	Vacant Housing Units	396
2006	Weld	Average Household Size	2.77
2006	Weld	Births	4001
2006	Weld	Deaths	1259
2006	Weld	Group Quarters Population (July)	5077
2006	Weld	Household Population (July)	226206
2006	Weld	Housing Vacancy Rate	11.36
2006	Weld	July Population	231283
2006	Weld	Natural Population Increase	2742
2006	Weld	Net Building Permits	3691
2006	Weld	Net Migration	5109
2006	Weld	Population (U.S. Census Bureau)	234387
2006	Weld	Total Households	81597
2006	Weld	Total Housing Units	92059
2006	Weld	Vacant Housing Units	10462
2006	Yuma	Average Household Size	2.52
2006	Yuma	Births	153
2006	Yuma	Deaths	112
2006	Yuma	Group Quarters Population (July)	216
2006	Yuma	Household Population (July)	9701
2006	Yuma	Housing Vacancy Rate	12.68
2006	Yuma	July Population	9917
2006	Yuma	Natural Population Increase	41
2006	Yuma	Net Building Permits	1
2006	Yuma	Net Migration	-16
2006	Yuma	Population (U.S. Census Bureau)	9604
2006	Yuma	Total Households	3857
2006	Yuma	Total Housing Units	4417
2006	Yuma	Vacant Housing Units	560
2005	Adams	Average Household Size	2.83
2005	Adams	Births	7560
2005	Adams	Deaths	2357
2005	Adams	Group Quarters Population (July)	3626
2005	Adams	Household Population (July)	391758
2005	Adams	Housing Vacancy Rate	10.15
2005	Adams	July Population	395384
2005	Adams	Natural Population Increase	5203
2005	Adams	Net Building Permits	5313
2005	Adams	Net Migration	4236
2005	Adams	Population (U.S. Census Bureau)	397463
2005	Adams	Total Households	138478
2005	Adams	Total Housing Units	154113
2005	Adams	Vacant Housing Units	15635
2005	Alamosa	Average Household Size	2.5
2005	Alamosa	Births	260
2005	Alamosa	Deaths	115
2005	Alamosa	Group Quarters Population (July)	995
2005	Alamosa	Household Population (July)	14400
2005	Alamosa	Housing Vacancy Rate	9.93
2005	Alamosa	July Population	15395
2005	Alamosa	Natural Population Increase	145
2005	Alamosa	Net Building Permits	53
2005	Alamosa	Net Migration	-156
2005	Alamosa	Population (U.S. Census Bureau)	15317
2005	Alamosa	Total Households	5757
2005	Alamosa	Total Housing Units	6392
2005	Alamosa	Vacant Housing Units	635
2005	Arapahoe	Average Household Size	2.53
2005	Arapahoe	Births	8088
2005	Arapahoe	Deaths	3014
2005	Arapahoe	Group Quarters Population (July)	5643
2005	Arapahoe	Household Population (July)	522571
2005	Arapahoe	Housing Vacancy Rate	6.9
2005	Arapahoe	July Population	528214
2005	Arapahoe	Natural Population Increase	5074
2005	Arapahoe	Net Building Permits	3070
2005	Arapahoe	Net Migration	-575
2005	Arapahoe	Population (U.S. Census Bureau)	525293
